Metric,Mean_5m,Mean_10m,Mean_30m,Mean_60m,MAE_10m,MAE_30m,MAE_60m,MAPE_10m,MAPE_30m,MAPE_60m,RMSE_10m,RMSE_30m,RMSE_60m,KS_10m,KS_pvalue_10m,KS_30m,KS_pvalue_30m,KS_60m,KS_pvalue_60m
m3_wi,0.40679025291017423,0.41125724139651815,0.42931874703516015,0.45486440510007675,0.0047046326140722655,0.02300452840586777,0.048955970180861376,0.014290665015753832,0.08410249377169991,0.198717553302301,0.011708456071094884,0.04854836663146711,0.0899949659754607,0.013256006628003313,0.9838315681422336,0.053852526926263466,0.001818729419105539,0.09859154929577464,1.2472360447134772e-10
m4_wi,0.38024504239200346,0.38480059172841036,0.4032492124249006,0.42814439340409943,0.004843803992999709,0.023823457179653357,0.04961445809306912,0.016888057142606088,0.09379090755598017,0.21341527712838787,0.011782333985821942,0.04877979580469561,0.09015453774380186,0.015327257663628831,0.9393712443955246,0.058823529411764705,0.0004699496657421195,0.11019055509527755,3.5344870988598404e-13
m5_wi,0.5357918390570328,0.5399081568735158,0.5573478670044485,0.5832291549929464,0.004373536185038465,0.021929306407878636,0.04838127493042955,0.010725010718850904,0.06030735847247634,0.1462137171269555,0.011006422143106178,0.04625249893910767,0.09117710869508318,0.012013256006628004,0.9949737793815933,0.048467274233637114,0.006883896635429979,0.10190555095277548,2.4954434483532856e-11
frac_q1_wi_,22.48869096934554,21.029163214581637,17.169138359569228,13.622452361226147,1.4595277547638774,5.320546810273405,8.867232808616404,0.07119968417229307,0.24806676618445625,0.40217604230782017,3.104355253673582,7.8019621307916225,11.542395646742865,0.1984258492129246,5.7092121487241936e-42,0.46975973487986744,4.365837154107787e-241,0.6043910521955261,0.0
frac_q2_wi_,24.68906379453189,24.249295774647873,23.085045567522805,21.357083678541844,2.4490472245236123,6.753562551781276,10.294946147473073,0.1046224724189737,0.28247284197234324,0.4292342518656178,4.915859561443717,10.049723314149965,13.698403078210374,0.0936205468102734,1.2605570052789611e-09,0.23695111847555925,7.717046259831218e-60,0.32062966031483014,4.1668712196953176e-110
frac_q3_wi_,25.159527754763833,25.15517812758905,24.73873239436613,24.177713338856655,2.7480944490472243,7.689229494614747,12.445277547638774,0.11256670167903587,0.3121651764157088,0.5329974693387399,5.641888620661844,12.00017640024999,16.797460183010834,0.08947804473902236,7.903463509996769e-09,0.22369511184755592,2.5403830012180905e-53,0.2895608947804474,1.3995421935613297e-89
frac_q4_wi_,27.661681855840857,29.566942833471394,35.008077879038964,40.842957746478895,1.905260977630489,7.34639602319801,13.181275890637945,0.06486445814828372,0.2603645391179469,0.4738355511808954,4.645943701218993,12.621717911951666,19.747176027485057,0.18889809444904723,4.722285806890218e-38,0.451946975973488,1.7822256769533615e-222,0.5869925434962717,0.0
% time HIZ,30.388680139821535,31.65194049628573,34.979931791953554,37.66800279626135,2.073776119872453,6.124332456559605,9.67493096983838,0.0810326341589704,0.2556872248991072,0.4168730355391655,3.0286666655013272,8.334395676823862,12.561441624368369,0.050124275062137534,0.004639379184215166,0.16072908036454017,1.2735656577630435e-27,0.24565037282518642,2.502840383852644e-64
% time LIZ,69.61131986017855,68.34805950371452,65.02006820804647,62.331997203738716,2.073776119872453,6.124332456559606,9.67493096983838,0.030756778303270324,0.08906765999199398,0.13887700094074792,3.0286666655013272,8.334395676823863,12.561441624368369,0.050124275062137534,0.004639379184215166,0.16072908036454017,1.2735656577630435e-27,0.24565037282518642,2.502840383852644e-64
% rain HIZ,83.8970241467006,84.07569365797039,83.90070491310098,82.96285587313449,1.6129283473168845,4.549344163636569,7.412089313882847,0.02168986204520139,0.06091779067284611,0.09781072874027708,2.583567603986608,6.660032259654824,10.472983406132522,0.04183927091963546,0.02921771443898549,0.09030654515327258,5.511482902382549e-09,0.11101905550952776,2.266924910191816e-13
Mean Intensity HIZ,2.4547763682586723,2.2609729988526506,1.889587418433511,1.6109253090791156,0.21698989008808955,0.5825515058026408,0.8562279025295124,0.06001405804701742,0.18089142406070863,0.27838026458635184,0.9877827110637996,1.7129529357465254,2.2442531890422837,0.041425020712510356,0.031755612603835685,0.12883181441590721,7.16905616092236e-18,0.2083678541839271,2.867145467622234e-46
3rd_w_peak,1.4428334714167357,1.4349627174813588,1.3947804473902237,1.335956917978459,0.015327257663628831,0.06710853355426678,0.13670256835128416,0.0115990057995029,0.048467274233637114,0.09983429991714995,0.13032366819626143,0.26847632305245844,0.38185870804269534,0.004971002485501243,0.9999999999999999,0.025269262634631317,0.4240251508486787,0.054266777133388566,0.0016322113925622997
4th_w_peak,1.8951946975973488,1.887738193869097,1.827671913835957,1.7303231151615577,0.024026512013256007,0.11226180613090307,0.23695111847555925,0.016570008285004142,0.06980115990057993,0.14705882352941177,0.17975404350322158,0.4003933442970988,0.5633077832391714,0.004142502071251036,0.9999999999999998,0.02568351284175642,0.40352583269679904,0.06338028169014084,0.00012236203137049948
5th_w_peak,2.332228666114333,2.3185584092792046,2.2299088649544325,2.091549295774648,0.050124275062137534,0.19594034797017398,0.3748964374482187,0.029549848108257393,0.1070491576912455,0.2063311239988953,0.32373647060943134,0.595829193230924,0.8128524345565683,0.004971002485501243,0.9999999999999999,0.028583264291632146,0.2775794740023266,0.07539353769676885,2.1746215760767524e-06
3rd_com,0.4888152444076222,0.5269262634631318,0.6035625517812759,0.6429163214581607,0.17729908864954433,0.2754763877381939,0.3612261806130903,,,,0.4210689832432975,0.5419440901529404,0.6345480291716307,0.03811101905550953,0.06001168869613268,0.08989229494614748,6.6027414652120474e-09,0.10977630488815245,4.407829420634887e-13
3rd_ARR,1.8711681855840927,1.8562551781275891,1.7941176470588236,1.7067108533554267,0.014913007456503728,0.07953603976801989,0.16528583264291632,0.006213753106876553,0.034313725490196074,0.07083678541839271,0.12211882515199582,0.2820213462985025,0.4116167327917651,0.007456503728251864,0.999999901905025,0.04225352112676056,0.02686034177213725,0.09444904722452362,8.644848295931782e-10
T25,26.21548218321089,25.690197539818172,23.870158608163525,22.29756031482962,0.6056582453788335,2.898801618151763,5.865273455461596,0.24309903668291996,1.5730505464545421,2.8830613407993964,0.9412600353264347,4.145051512394828,8.18582531263018,0.02112676056338028,0.6542744136037963,0.07373653686826843,3.9525467280666055e-06,0.10687655343827672,2.0198531541519413e-12
T50,46.18186947366475,45.645573625378155,43.571252998738515,41.009292838863885,0.5933790177696302,2.8880903255349746,6.128850451083953,0.03573042644777839,0.16662319544951237,0.35958424066956896,0.8982447847502326,4.018898967357096,8.377633744551556,0.012013256006628004,0.9949737793815933,0.04971002485501243,0.005126776888422561,0.10190555095277548,2.4954434483532856e-11
T75,66.9735859196996,66.44235563028491,64.40238653685476,61.677803028641755,0.5842136888017514,2.719907194510525,5.760917925441127,0.013101574845752853,0.057690456666499204,0.12173568299342974,0.8891360888615243,3.833123527198712,8.092099058184267,0.015327257663628831,0.9393712443955246,0.05965202982601491,0.0003707195917048699,0.11309030654515327,7.359349333447869e-14
D50,46.18186947366475,45.645573625378155,43.571252998738515,41.009292838863885,0.5933790177696302,2.8880903255349746,6.128850451083953,0.03573042644777839,0.16662319544951237,0.35958424066956896,0.8982447847502326,4.018898967357096,8.377633744551556,0.012013256006628004,0.9949737793815933,0.04971002485501243,0.005126776888422561,0.10190555095277548,2.4954434483532856e-11
BSC,,,,,0.0,2.717481358740679,53.21872410936206,0.0,0.002445977820648676,0.04790164186261211,0.0,25.53162991138762,233.4174799942369,0.0,1.0,0.022783761391880698,0.558043376039723,0.07042253521126761,1.2545940894925509e-05
BSC_Index,0.0,0.0,-0.016984258492129246,-0.17315658657829328,0.0,0.016984258492129246,0.18309859154929578,0.0,,,0.0,0.13953408090814182,0.7718107266978731,0.0,1.0,0.01615575807787904,0.9111302063194259,0.06048053024026512,0.0002914711939827495
